FullStreetName,file,n_points,n_inlets,n_sags,n_served,n_unserved,length_m,kb
ISABEL AV,ISABEL_AV.html,8177,252,11,7,4,8135.8,466.4
HANSEN RD,HANSEN_RD.html,3033,136,1,1,0,3258.2,202.6
CONCANNON BL,CONCANNON_BL.html,5677,115,9,8,1,5654.6,329.1
RRX,RRX.html,20283,93,11,0,11,28130.2,957.5
PORTOLA AV,PORTOLA_AV.html,4925,88,2,2,0,5649.6,282.7
SOUTHFRONT RD,SOUTHFRONT_RD.html,4610,83,6,4,2,4722.1,272.0
UNNAMED,UNNAMED.html,18427,75,29,7,22,63049.6,890.7
FIRST ST,FIRST_ST.html,6184,71,9,2,7,13218.8,342.4
HELIGAN LN,HELIGAN_LN.html,815,69,0,0,0,803.0,84.8
PATTERSON PASS RD,PATTERSON_PASS_RD.html,4188,68,7,6,1,4177.0,248.8
LAS POSITAS RD,LAS_POSITAS_RD.html,6903,67,11,8,3,7623.1,376.7
W JACK LONDON BL,W_JACK_LONDON_BL.html,4037,66,5,3,2,4034.5,245.7
TRANQUILITY CI,TRANQUILITY_CI.html,861,60,1,1,0,855.8,92.9
FORGET ME NOT CM,FORGET_ME_NOT_CM.html,659,57,1,1,0,657.0,81.8
STOCKTON LP,STOCKTON_LP.html,921,56,1,1,0,910.8,93.4
SANTORINA DR,SANTORINA_DR.html,611,53,0,0,0,606.9,73.4
BRISA ST,BRISA_ST.html,1946,52,2,2,0,1940.8,140.3
CHARLOTTE WY,CHARLOTTE_WY.html,3413,50,8,6,2,3389.8,214.7
ARROYO RD,ARROYO_RD.html,3009,48,4,3,1,2989.8,192.5
I580 WB,I580_WB.html,8888,47,5,4,1,12864.5,457.2
HOLMES ST,HOLMES_ST.html,3421,47,7,6,1,3390.0,212.3
S VASCO RD,S_VASCO_RD.html,5069,46,9,5,4,5031.8,287.7
DISCOVERY DR,DISCOVERY_DR.html,1308,45,3,3,0,1303.9,110.8
PRESTON AV,PRESTON_AV.html,2196,43,1,1,0,2771.1,150.9
COWAN WY,COWAN_WY.html,642,43,1,1,0,639.8,79.7
SELBY LN,SELBY_LN.html,654,43,0,0,0,690.9,74.5
SCENIC AV,SCENIC_AV.html,2608,41,1,1,0,2588.8,165.0
PERSIMMON CM,PERSIMMON_CM.html,436,40,0,0,0,433.2,63.6
KELLOGG LP,KELLOGG_LP.html,519,40,0,0,0,514.4,67.3
RIVERS BEND CI,RIVERS_BEND_CI.html,1157,39,2,2,0,1150.3,103.6
DOVECOTE LN,DOVECOTE_LN.html,550,38,0,0,0,546.3,68.5
I580 EB,I580_EB.html,8643,36,4,2,2,12851.3,445.5
EAST AV,EAST_AV.html,6067,35,0,0,0,6036.4,310.6
MINES RD,MINES_RD.html,1673,35,1,1,0,1662.9,127.9
NATIONAL DR,NATIONAL_DR.html,1748,35,1,1,0,1743.4,130.5
MURDELL LN,MURDELL_LN.html,2563,35,4,4,0,2536.3,164.5
N VASCO RD,N_VASCO_RD.html,1969,35,7,5,2,1952.1,145.4
LOMITAS AV,LOMITAS_AV.html,1483,35,1,1,0,1466.9,119.0
BLUEBELL DR,BLUEBELL_DR.html,2796,34,5,4,1,2773.7,188.9
GARAVENTA RANCH RD,GARAVENTA_RANCH_RD.html,1140,33,1,1,0,1128.5,101.1
SANDALWOOD DR,SANDALWOOD_DR.html,346,33,0,0,0,343.6,58.5
CENTRAL AV,CENTRAL_AV.html,1014,33,2,2,0,1004.3,93.8
COOPER CI,COOPER_CI.html,382,32,0,0,0,380.4,59.5
GREENVILLE RD,GREENVILLE_RD.html,3285,32,2,1,1,3718.3,204.6
ROBERTSON PARK RD,ROBERTSON_PARK_RD.html,1941,32,2,1,1,1940.3,144.4
OLD OAK RD,OLD_OAK_RD.html,1716,32,2,2,0,1705.4,127.7
N MURRIETA BL,N_MURRIETA_BL.html,2415,31,2,2,0,2396.4,159.3
S LIVERMORE AV,S_LIVERMORE_AV.html,2373,31,0,0,0,2351.4,152.7
NORMANDY CI,NORMANDY_CI.html,962,31,0,0,0,952.2,86.4
TIFFANY CM,TIFFANY_CM.html,638,31,0,0,0,619.7,64.6
REES CI,REES_CI.html,391,30,1,1,0,388.5,65.7
N MINES RD,N_MINES_RD.html,1862,30,3,2,1,1857.6,144.1
FLORA CM,FLORA_CM.html,237,30,1,1,0,234.7,59.0
LEXINGTON WY,LEXINGTON_WY.html,1355,30,1,1,0,1340.9,111.8
STAGHORN WY,STAGHORN_WY.html,397,29,1,1,0,390.8,59.3
BASSWOOD CM,BASSWOOD_CM.html,342,29,0,0,0,339.9,57.7
CAMDEN CM,CAMDEN_CM.html,280,29,0,0,0,278.1,54.8
WHITE CRANE CI,WHITE_CRANE_CI.html,408,28,0,0,0,405.9,60.5
DECKER LN,DECKER_LN.html,599,27,1,0,1,595.0,75.4
RAILROAD AV,RAILROAD_AV.html,1451,26,0,0,0,1514.5,109.1
COLE CM,COLE_CM.html,168,26,0,0,0,165.4,49.2
ELDER CI,ELDER_CI.html,460,26,0,0,0,460.1,62.5
ACCESS ROAD,ACCESS_ROAD.html,3434,26,9,1,8,28829.1,210.8
LUCCA CI,LUCCA_CI.html,388,26,0,0,0,385.9,53.5
FENNEL WY,FENNEL_WY.html,494,26,1,1,0,487.9,70.8
SEDONA COMMON,SEDONA_COMMON.html,379,26,1,0,1,376.8,65.7
RHODODENDRON DR,RHODODENDRON_DR.html,1044,26,2,2,0,1030.1,96.5
N LIVERMORE AV,N_LIVERMORE_AV.html,2017,25,3,3,0,2148.5,142.9
MISSION LN,MISSION_LN.html,378,25,1,1,0,371.5,58.5
FLURRY DR,FLURRY_DR.html,706,25,2,2,0,854.3,81.1
E STANLEY BL,E_STANLEY_BL.html,3059,25,4,1,3,3054.7,196.1
SONIA ST,SONIA_ST.html,553,25,1,1,0,549.7,73.7
CHATEAU WY,CHATEAU_WY.html,1265,24,0,0,0,1258.8,98.8
CALDEIRA DR,CALDEIRA_DR.html,613,24,1,1,0,608.5,76.2
TARRAGONA DR,TARRAGONA_DR.html,301,24,0,0,0,298.9,55.4
FLAGG LN,FLAGG_LN.html,245,23,0,0,0,242.7,52.2
SONIA WY,SONIA_WY.html,285,23,1,1,0,283.3,60.6
ALDEN LN,ALDEN_LN.html,1921,23,0,0,0,1916.7,118.1
FOURTH ST,FOURTH_ST.html,2855,23,1,1,0,7936.3,171.5
AIRWAY BL,AIRWAY_BL.html,1919,23,4,2,2,1907.0,143.6
TALINGA DR,TALINGA_DR.html,422,23,0,0,0,418.9,60.7
LAUGHLIN RD,LAUGHLIN_RD.html,1757,22,4,4,0,1744.0,127.2
WETMORE RD,WETMORE_RD.html,1577,22,2,1,1,1575.5,126.1
DRESSLAR CI,DRESSLAR_CI.html,458,22,0,0,0,458.0,61.8
SENGER ST,SENGER_ST.html,310,22,0,0,0,306.3,55.5
VETERANS WY,VETERANS_WY.html,254,22,0,0,0,253.4,59.3
OAKVILLE LN,OAKVILLE_LN.html,577,21,0,0,0,571.2,67.7
NORTHFRONT RD,NORTHFRONT_RD.html,2037,21,2,2,0,2032.0,141.4
E AIRWAY BL,E_AIRWAY_BL.html,2149,21,3,2,1,2144.6,154.3
VINTAGE LN,VINTAGE_LN.html,766,21,2,2,0,763.1,83.4
DANIELLE LN,DANIELLE_LN.html,310,21,1,1,0,309.2,61.9
ELSTON ST,ELSTON_ST.html,348,20,0,0,0,344.2,56.6
SAN VICENTE DR,SAN_VICENTE_DR.html,363,20,1,1,0,359.9,63.4
VILLAGE DR,VILLAGE_DR.html,496,20,1,1,0,491.0,63.3
BROADMOOR ST,BROADMOOR_ST.html,1123,20,2,2,0,1107.0,90.7
BURBANK AV,BURBANK_AV.html,182,20,0,0,0,179.1,49.1
MORNING GLORY CI,MORNING_GLORY_CI.html,410,19,0,0,0,408.6,59.9
SECOND ST,SECOND_ST.html,2251,19,1,1,0,7591.9,144.0
TRINITY HILLS LN,TRINITY_HILLS_LN.html,699,19,0,0,0,691.5,67.1
VALLECITOS RD,VALLECITOS_RD.html,495,19,1,1,0,492.5,70.9
CELLARS DR,CELLARS_DR.html,231,19,0,0,0,229.7,45.1
SUMMERTREE DR,SUMMERTREE_DR.html,1020,19,1,1,0,1013.9,88.2
COLLIER CANYON RD,COLLIER_CANYON_RD.html,1266,18,1,0,1,2773.1,105.7
TREADWELL ST,TREADWELL_ST.html,247,18,0,0,0,244.7,52.1
SPRINGTOWN BL,SPRINGTOWN_BL.html,2021,18,4,2,2,2005.6,140.6
LENNOX CT,LENNOX_CT.html,97,18,0,0,0,95.5,44.6
BERTOLLI DR,BERTOLLI_DR.html,237,18,0,0,0,234.2,51.5
TOLENTINO CT,TOLENTINO_CT.html,104,17,0,0,0,102.9,45.3
HIGHLAND ST,HIGHLAND_ST.html,852,17,2,2,0,839.6,82.0
LAGISS DR,LAGISS_DR.html,422,17,1,1,0,419.7,60.4
SEVILLANO CI,SEVILLANO_CI.html,260,17,0,0,0,270.0,46.6
GABRIELLA LN,GABRIELLA_LN.html,158,17,0,0,0,156.9,47.5
FELICIA AV,FELICIA_AV.html,1378,17,0,0,0,1370.7,97.8
N P ST,N_P_ST.html,1544,17,2,2,0,1523.4,118.7
NORMANDY WY,NORMANDY_WY.html,472,17,1,1,0,463.8,62.0
FREDERICK MICHAEL WY,FREDERICK_MICHAEL_WY.html,369,17,0,0,0,366.9,58.1
BRIANA ST,BRIANA_ST.html,173,16,0,0,0,172.1,47.9
MONTAGE DR,MONTAGE_DR.html,167,16,0,0,0,164.6,48.4
VERDALA DR,VERDALA_DR.html,245,16,1,1,0,242.6,58.2
NORTH CANYONS PW,NORTH_CANYONS_PW.html,1686,16,1,1,0,1683.1,126.8
OBSIDIAN WY,OBSIDIAN_WY.html,401,16,0,0,0,394.5,52.1
EDINBURGH DR,EDINBURGH_DR.html,877,16,0,0,0,866.1,82.3
LONGARD RD,LONGARD_RD.html,601,16,1,1,0,600.3,75.0
EL CAMINITO,EL_CAMINITO.html,2151,16,2,2,0,2138.7,138.8
ALTAIR AV,ALTAIR_AV.html,532,15,0,0,0,526.4,63.6
FIFTH ST,FIFTH_ST.html,2123,15,1,0,1,6294.6,138.0
CHARDONNAY WY,CHARDONNAY_WY.html,583,15,2,2,0,578.2,72.7
BESS AV,BESS_AV.html,691,15,1,1,0,690.5,78.2
S L ST,S_L_ST.html,1230,15,0,0,0,1220.0,97.3
AIRWAY OFF I580 WB,AIRWAY_OFF_I580_WB.html,597,15,1,1,0,596.8,75.2
ARLENE WY,ARLENE_WY.html,1354,15,1,1,0,1344.6,103.4
PRIMA DR,PRIMA_DR.html,488,15,2,2,0,480.7,63.4
PRAIRIE WY,PRAIRIE_WY.html,255,15,1,1,0,252.6,58.3
MISTY CI,MISTY_CI.html,697,15,2,2,0,757.7,79.3
REBECCA DR,REBECCA_DR.html,689,15,1,1,0,684.8,72.6
E VALLECITOS RD,E_VALLECITOS_RD.html,1734,15,3,0,3,2997.2,130.3
AUTUMN OAK DR,AUTUMN_OAK_DR.html,378,15,1,1,0,374.8,63.3
TUSCANY CI,TUSCANY_CI.html,472,14,0,0,0,470.3,62.1
COLLEGE AV,COLLEGE_AV.html,1998,14,0,0,0,1978.1,122.8
KALTHOFF CM,KALTHOFF_CM.html,2637,14,9,5,4,2634.9,179.8
WAVERLY CM,WAVERLY_CM.html,658,14,1,1,0,656.6,79.2
POMONA WY,POMONA_WY.html,597,14,0,0,0,591.4,67.5
BELLMAWR DR,BELLMAWR_DR.html,528,14,0,0,0,525.5,59.6
FRENCH ST,FRENCH_ST.html,173,14,0,0,0,172.1,47.8
CLUBHOUSE DR,CLUBHOUSE_DR.html,590,14,1,1,0,589.5,74.3
MAUREEN CI,MAUREEN_CI.html,809,14,2,2,0,803.5,78.3
CARNEGIE LP,CARNEGIE_LP.html,817,14,1,1,0,803.0,83.5
YOUNTVILLE CT,YOUNTVILLE_CT.html,203,14,0,0,0,201.3,49.3
INVERNESS CM,INVERNESS_CM.html,346,14,1,1,0,344.2,63.5
SAN FELICE DR,SAN_FELICE_DR.html,425,14,1,1,0,418.7,65.3
WOOD HOLLOW DR,WOOD_HOLLOW_DR.html,503,14,2,2,0,496.5,63.1
N L ST,N_L_ST.html,1060,14,1,1,0,1048.1,95.8
WISTERIA WY,WISTERIA_WY.html,689,14,0,0,0,682.9,71.9
MARATHON DR,MARATHON_DR.html,615,14,2,2,0,613.5,75.0
PINE ST,PINE_ST.html,1482,13,0,0,0,1468.0,101.0
PENDOLINO LN,PENDOLINO_LN.html,158,13,0,0,0,155.4,41.3
MONTEREY DR,MONTEREY_DR.html,622,13,2,2,0,615.7,74.6
NB AIRWAY ON I580 WB,NB_AIRWAY_ON_I580_WB.html,464,13,1,1,0,463.6,69.3
CAMPUS HILL DR,CAMPUS_HILL_DR.html,507,13,1,1,0,504.5,71.2
PADUA WY,PADUA_WY.html,372,13,0,0,0,368.1,51.3
CORNERSTONE CM,CORNERSTONE_CM.html,388,13,1,1,0,374.4,57.5
HERMAN AV,HERMAN_AV.html,545,13,3,3,0,540.3,71.0
JUNCTION AV,JUNCTION_AV.html,1117,13,0,0,0,1107.7,98.5
DANA CI,DANA_CI.html,934,13,2,2,0,925.3,83.6
ARLINGTON RD,ARLINGTON_RD.html,785,13,1,1,0,777.4,74.8
VETTA DR,VETTA_DR.html,497,13,1,1,0,492.7,62.9
THIRD ST,THIRD_ST.html,2790,13,2,1,1,8390.2,180.1
MCGRAW AV,MCGRAW_AV.html,274,13,0,0,0,272.9,52.9
SUCCESS CI,SUCCESS_CI.html,489,13,1,1,0,484.8,69.2
BIG BASIN RD,BIG_BASIN_RD.html,272,13,0,0,0,268.2,52.1
SADDLEBACK CI,SADDLEBACK_CI.html,721,13,1,1,0,717.5,79.9
MAYBECK LN,MAYBECK_LN.html,262,13,0,0,0,260.4,52.2
FIGONE WY,FIGONE_WY.html,122,13,0,0,0,120.3,45.7
BELLINGTON CM,BELLINGTON_CM.html,250,12,0,0,0,248.2,45.1
LONGFELLOW CT,LONGFELLOW_CT.html,283,12,0,0,0,281.9,53.3
BELLFLOWER ST,BELLFLOWER_ST.html,695,12,2,2,0,688.3,72.0
ALTAMONT CREEK DR,ALTAMONT_CREEK_DR.html,626,12,0,0,0,618.4,62.8
SARDONYX CT,SARDONYX_CT.html,160,12,0,0,0,159.2,40.9
BRIARWOOD DR,BRIARWOOD_DR.html,573,12,1,1,0,566.5,67.0
MAPLE ST,MAPLE_ST.html,647,12,0,0,0,639.9,64.0
S P ST,S_P_ST.html,791,12,1,1,0,784.3,77.2
STICKLEY DR,STICKLEY_DR.html,154,12,1,1,0,151.2,53.4
WESTWIND ST,WESTWIND_ST.html,206,12,0,0,0,203.6,49.3
WHITEHALL CT,WHITEHALL_CT.html,167,12,0,0,0,165.5,47.6
PICHOLINE DR,PICHOLINE_DR.html,121,12,0,0,0,120.0,45.3
VANCOUVER WY,VANCOUVER_WY.html,1091,12,0,0,0,1083.3,83.7
NB FIRST/SB SPRINGTOWN ON I580 EB,NB_FIRST_SB_SPRINGTOWN_ON_I580_EB.html,445,12,0,0,0,444.0,54.8
E VINEYARD AV,E_VINEYARD_AV.html,3029,12,1,0,1,4848.9,188.4
PEREGRINE ST,PEREGRINE_ST.html,232,12,0,0,0,228.0,50.5
DETERT ST,DETERT_ST.html,207,12,1,1,0,204.2,55.5
CUMULUS ST,CUMULUS_ST.html,329,12,0,0,0,322.0,54.5
RINCON AV,RINCON_AV.html,1589,12,0,0,0,1567.1,103.0
TEASEL CM,TEASEL_CM.html,227,12,0,0,0,226.4,44.1
LA RIBERA ST,LA_RIBERA_ST.html,588,12,1,1,0,587.4,73.8
VASCO ON I580 EB,VASCO_ON_I580_EB.html,761,12,3,2,1,854.8,88.3
PORTOLA MEADOWS RD,PORTOLA_MEADOWS_RD.html,371,12,1,1,0,363.9,57.2
RAPALLO CM,RAPALLO_CM.html,425,12,1,1,0,422.0,66.1
BARGEMANN LN,BARGEMANN_LN.html,176,12,0,0,0,174.6,47.4
SAN MINETE DR,SAN_MINETE_DR.html,420,12,1,1,0,418.5,65.8
CHATEAU CM,CHATEAU_CM.html,307,12,0,0,0,306.4,54.1
STONE PINE CM,STONE_PINE_CM.html,51,12,0,0,0,49.7,41.7
LOCH LOMAND WY,LOCH_LOMAND_WY.html,566,12,1,1,0,561.7,73.1
ROSE GATE CM,ROSE_GATE_CM.html,334,12,1,1,0,325.5,61.5
RUTHERFORD CT,RUTHERFORD_CT.html,207,12,0,0,0,204.3,49.7
WAGONER DR,WAGONER_DR.html,1134,11,0,0,0,1121.4,84.7
HANOVER ST,HANOVER_ST.html,1059,11,0,0,0,1051.8,81.9
WILDROSE CM,WILDROSE_CM.html,290,11,1,1,0,288.1,53.5
OLIVINA AV,OLIVINA_AV.html,2091,11,1,1,0,2071.5,135.9
ALAMEDA DR,ALAMEDA_DR.html,818,11,0,0,0,809.0,70.4
VERNAZZA DR,VERNAZZA_DR.html,396,11,1,1,0,394.1,63.7
KEW AV,KEW_AV.html,64,11,0,0,0,63.3,42.4
PLACER CI,PLACER_CI.html,580,11,1,1,0,576.9,66.9
HILLCREST AV,HILLCREST_AV.html,1494,11,2,2,0,1490.2,105.5
VINCI WY,VINCI_WY.html,272,11,0,0,0,269.7,45.2
LAWRENCE DR,LAWRENCE_DR.html,655,11,2,2,0,653.3,77.0
MOUNTAIN VISTA PW,MOUNTAIN_VISTA_PW.html,355,11,2,1,1,352.7,68.9
BIANCA WY,BIANCA_WY.html,556,11,0,0,0,551.8,59.1
RUTHERFORD LN,RUTHERFORD_LN.html,228,11,0,0,0,227.8,50.5
BEAR CREEK DR,BEAR_CREEK_DR.html,396,11,1,1,0,392.6,58.2
RED MAPLE CM,RED_MAPLE_CM.html,53,11,0,0,0,51.8,41.7
N N ST,N_N_ST.html,934,11,1,0,1,948.8,83.4
N I ST,N_I_ST.html,533,11,1,0,1,572.8,71.2
CANSINO LN,CANSINO_LN.html,89,11,0,0,0,88.3,43.2
SANTA CROCE CT,SANTA_CROCE_CT.html,206,11,0,0,0,205.0,49.0
CARNEGIE WY,CARNEGIE_WY.html,398,11,0,0,0,392.5,58.0
SILVERADO LN,SILVERADO_LN.html,129,11,0,0,0,128.4,45.6
ALBERT WY,ALBERT_WY.html,252,11,0,0,0,247.7,44.6
ALLEGRO ST,ALLEGRO_ST.html,270,11,0,0,0,268.3,44.8
YOSEMITE DR,YOSEMITE_DR.html,934,11,1,1,0,925.4,83.0
INDUSTRIAL WY,INDUSTRIAL_WY.html,532,11,0,0,0,530.7,58.3
ACORN WY,ACORN_WY.html,222,10,1,1,0,220.6,49.4
ALNWICK AV,ALNWICK_AV.html,45,10,0,0,0,43.7,40.8
JEANNIE WY,JEANNIE_WY.html,505,10,1,1,0,498.9,63.1
SIENA RD,SIENA_RD.html,359,10,0,0,0,356.5,56.5
SILVER OAKS WY,SILVER_OAKS_WY.html,888,10,1,1,0,886.6,87.8
MERLOT LN,MERLOT_LN.html,504,10,0,0,0,504.2,56.3
SANTA CROCE DR,SANTA_CROCE_DR.html,199,10,1,1,0,196.7,48.7
SIXTH ST,SIXTH_ST.html,1505,10,1,1,0,5926.9,109.3
WOODROSE WY,WOODROSE_WY.html,399,10,1,1,0,396.0,57.4
WINDWARD CM,WINDWARD_CM.html,267,10,0,0,0,261.2,45.8
IMPRUNETA CT,IMPRUNETA_CT.html,116,10,0,0,0,114.2,38.5
MORELAND WY,MORELAND_WY.html,166,10,0,0,0,164.2,47.0
CEDAR DR,CEDAR_DR.html,615,10,0,0,0,611.5,60.7
LUSITANA DR,LUSITANA_DR.html,189,10,0,0,0,187.3,48.0
STEALTH ST,STEALTH_ST.html,722,10,1,1,0,717.0,71.9
CARNELIAN LN,CARNELIAN_LN.html,337,10,1,1,0,331.9,55.1
NEWBURY ST,NEWBURY_ST.html,482,10,1,1,0,477.2,69.3
THORNHILL DR,THORNHILL_DR.html,506,10,2,2,0,501.9,64.1
ROBINSON CI,ROBINSON_CI.html,325,10,1,1,0,323.9,60.9
LOYOLA WY,LOYOLA_WY.html,1047,10,1,1,0,1037.0,94.0
SUPERIOR DR,SUPERIOR_DR.html,1037,10,1,1,0,1025.4,88.6
BIRCHWOOD CM,BIRCHWOOD_CM.html,184,10,0,0,0,177.6,41.3
SUMAL CM,SUMAL_CM.html,98,10,0,0,0,95.5,37.7
ASCALANO LN,ASCALANO_LN.html,321,10,0,0,0,320.5,47.8
KNOTTINGHAM CI,KNOTTINGHAM_CI.html,475,10,1,1,0,473.2,69.4
ARROWHEAD AV,ARROWHEAD_AV.html,632,10,2,1,1,622.4,80.4
PHEASANT WY,PHEASANT_WY.html,184,10,0,0,0,182.1,41.6
HAGEMANN DR,HAGEMANN_DR.html,1089,10,3,3,0,1074.6,90.3
TANAGER RD,TANAGER_RD.html,641,10,0,0,0,636.3,62.5
RESEARCH DR,RESEARCH_DR.html,729,10,1,1,0,727.5,73.0
NAYLOR AV,NAYLOR_AV.html,507,10,1,1,0,505.4,63.3
COPPER CREST CM,COPPER_CREST_CM.html,379,10,0,0,0,373.6,58.0
RUTAN DR,RUTAN_DR.html,859,10,2,2,0,852.8,85.7
S K ST,S_K_ST.html,816,10,0,0,0,808.7,71.7
BOBBY DR,BOBBY_DR.html,268,10,0,0,0,265.5,51.7
MULQUEENEY ST,MULQUEENEY_ST.html,548,10,0,0,0,541.2,58.4
SANTORINA CT,SANTORINA_CT.html,85,9,0,0,0,84.4,37.2
FRANCESCO CT,FRANCESCO_CT.html,161,9,1,1,0,160.1,53.2
FIORE BELLA WY,FIORE_BELLA_WY.html,211,9,0,0,0,210.1,42.9
SILVERADO CT,SILVERADO_CT.html,124,9,0,0,0,122.9,45.5
ALMOND AV,ALMOND_AV.html,842,9,0,0,0,832.4,71.1
HOLLYHOCK ST,HOLLYHOCK_ST.html,988,9,1,1,0,982.5,85.6
HILLSIDE AV,HILLSIDE_AV.html,358,9,0,0,0,353.1,50.3
LAKE DR,LAKE_DR.html,190,9,1,1,0,187.8,54.8
RICKENBACKER CI,RICKENBACKER_CI.html,672,9,2,2,0,670.4,70.2
CONSTITUTION DR,CONSTITUTION_DR.html,1588,9,3,2,1,1585.3,127.5
NEPTUNE RD,NEPTUNE_RD.html,463,9,0,0,0,458.9,54.8
LINDEN ST,LINDEN_ST.html,819,9,0,0,0,810.6,71.4
S J ST,S_J_ST.html,861,9,0,0,0,852.3,73.7
S M ST,S_M_ST.html,808,9,0,0,0,801.4,71.1
ENCINO DR,ENCINO_DR.html,476,9,1,0,1,472.8,61.6
BASIL CM,BASIL_CM.html,82,9,0,0,0,80.9,43.0
THERESA WY,THERESA_WY.html,771,9,0,0,0,763.8,69.4
GUILFORD AV,GUILFORD_AV.html,619,9,0,0,0,615.4,61.1
BELLA OAKS CT,BELLA_OAKS_CT.html,141,9,0,0,0,139.9,45.9
MADEIRA WY,MADEIRA_WY.html,931,9,0,0,0,924.3,76.8
CALISTOGA CT,CALISTOGA_CT.html,167,9,0,0,0,165.5,46.7
MILL SPRINGS CM,MILL_SPRINGS_CM.html,594,9,1,1,0,694.8,74.2
SEVENTH ST,SEVENTH_ST.html,893,9,0,0,0,906.2,74.7
CALICO CM,CALICO_CM.html,82,9,0,0,0,80.9,36.7
SHERIDAN CI,SHERIDAN_CI.html,435,9,1,1,0,433.4,60.8
CALLE DEL SUENO,CALLE_DEL_SUENO.html,143,9,0,0,0,140.7,46.0
MELANIE WY,MELANIE_WY.html,620,9,0,0,0,615.3,61.5
MEZZAMONTE DR,MEZZAMONTE_DR.html,199,9,1,1,0,197.8,54.9
LUCCA WY,LUCCA_WY.html,80,9,0,0,0,79.4,42.9
MALLARD ST,MALLARD_ST.html,181,9,0,0,0,178.0,41.3
GARDELLA PLAZA,GARDELLA_PLAZA.html,398,9,0,0,0,394.9,58.4
WEXLER WY,WEXLER_WY.html,202,9,0,0,0,201.5,48.8
VIVIAN DR,VIVIAN_DR.html,569,9,1,1,0,563.3,66.1
VINE DR,VINE_DR.html,152,9,1,1,0,150.2,46.3
KLONDIKE RD,KLONDIKE_RD.html,310,9,0,0,0,306.2,47.3
VASCO ON I580 WB,VASCO_ON_I580_WB.html,429,9,0,0,0,427.9,60.1
OLMSTEAD WY,OLMSTEAD_WY.html,167,9,0,0,0,165.9,40.9
WELCH LN,WELCH_LN.html,283,9,1,1,0,280.4,59.0
TUILERIES AV,TUILERIES_AV.html,82,9,0,0,0,80.9,43.2
HAMPTON RD,HAMPTON_RD.html,600,9,0,0,0,593.2,61.9
PRATO WY,PRATO_WY.html,330,9,0,0,0,327.8,48.3
VASCO OFF I580 WB,VASCO_OFF_I580_WB.html,1107,9,3,0,3,1440.7,98.7
QUARRYHILL AV,QUARRYHILL_AV.html,171,9,0,0,0,169.1,47.3
LIVERMORE OUTLETS DR,LIVERMORE_OUTLETS_DR.html,591,9,2,2,0,589.1,74.3
LINCOLN AV,LINCOLN_AV.html,486,9,1,1,0,480.9,62.3
STONE PEAK CM,STONE_PEAK_CM.html,114,9,0,0,0,112.2,38.5
KIWI CM,KIWI_CM.html,82,9,0,0,0,80.9,43.2
PERIDOT DR,PERIDOT_DR.html,279,9,0,0,0,275.3,45.9
JOYCE ST,JOYCE_ST.html,714,9,0,0,0,708.5,65.4
PASATIEMPO ST,PASATIEMPO_ST.html,475,9,1,1,0,467.6,61.5
WRIGHT BROTHERS AV,WRIGHT_BROTHERS_AV.html,607,9,3,3,0,604.9,67.5
DAISYFIELD DR,DAISYFIELD_DR.html,1079,9,1,1,0,1075.5,94.7
DANIELLE CT,DANIELLE_CT.html,73,9,0,0,0,72.1,42.6
WINDING STREAM DR,WINDING_STREAM_DR.html,258,9,0,0,0,256.5,44.6
AMITSHREYA WY,AMITSHREYA_WY.html,100,9,0,0,0,99.0,37.5
WINDERMERE CI,WINDERMERE_CI.html,503,8,1,1,0,501.0,63.8
AIRWAY ON I580 EB,AIRWAY_ON_I580_EB.html,413,8,1,1,0,412.9,65.3
OWL WY,OWL_WY.html,408,8,0,0,0,405.9,51.4
WILDWOOD CM,WILDWOOD_CM.html,99,8,0,0,0,98.0,37.5
DOVER WY,DOVER_WY.html,480,8,0,0,0,475.9,54.4
PINNACLE PL,PINNACLE_PL.html,122,8,0,0,0,120.9,45.1
WALNUT ST,WALNUT_ST.html,909,8,0,0,0,900.3,75.5
HILLCREST CM,HILLCREST_CM.html,185,8,0,0,0,183.9,41.5
SHEFFIELD DR,SHEFFIELD_DR.html,465,8,0,0,0,464.4,61.9
MINT CM,MINT_CM.html,69,8,0,0,0,67.7,36.0
SANTA CLARA WY,SANTA_CLARA_WY.html,607,8,0,0,0,604.1,60.4
SAGE  CM,SAGE_CM.html,87,8,0,0,0,85.9,37.0
MAPLEWOOD DR,MAPLEWOOD_DR.html,197,8,0,0,0,195.6,41.9
YORKSHIRE DR,YORKSHIRE_DR.html,165,8,0,0,0,162.1,40.8
SHETLAND RD,SHETLAND_RD.html,446,8,1,1,0,442.3,59.7
FALTINGS CT,FALTINGS_CT.html,93,8,0,0,0,91.8,43.4
SEVILLANO CT,SEVILLANO_CT.html,100,8,0,0,0,99.0,37.7
CALLE DEL REY,CALLE_DEL_REY.html,286,8,0,0,0,284.5,46.4
FREISMAN RD,FREISMAN_RD.html,500,8,1,0,1,499.2,62.8
ALTAMAR CI,ALTAMAR_CI.html,367,8,2,2,0,365.6,62.4
WINDSWEPT CM,WINDSWEPT_CM.html,247,8,0,0,0,347.4,50.4
CATALINA DR,CATALINA_DR.html,1293,8,1,1,0,1283.8,99.4
GELDING LN,GELDING_LN.html,582,8,1,1,0,577.8,65.5
S I ST,S_I_ST.html,818,8,0,0,0,810.6,71.5
PINON WY,PINON_WY.html,199,8,0,0,0,197.1,48.5
